location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Multipurpose Room,Intercom,Maintenance Staff,Car Parking,Rain Water Harvesting,Vaastu Compliant,Indoor Games,Golf Course,Cafeteria,ATM,Hospital,School,Shopping Mall,Staff Quarter
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1001,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,south,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Fursungi Gaon,1000,1200000,INR,1,0,0,1000 sq.ft area plot available for sale in fursungi industrial estate in fursungi pune at a very prime location and at a very reasonable price with all amenities and a very low cost.,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1500,3000000,INR,,1,1,A plot is available at a prime location in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park. It has an area of 1500 sqft and is priced at Rs. 30.00 lac (negotiable). It is east facing property. It is well connected to the city areas. Contact us for more details. ,1,east,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,2000000,INR,,1,1,"This plot is situated in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park. It has an area of 1000 sqft and is priced at Rs. 20.00 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,650000,INR,,1,1,"1:- ready to move in in plots available in kasarsai location
2:- Water , electricity, name plates, fencing, internal roads & street light
3:- directly connectivity to kus gaon
4:- 3-4 connectivity are connected to this location
5:- just 500 meters from hira nandani township
6:- 700 metes distance from panchsheel township
7:- back side of kasarsai dam
8:- dam view plots available",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hinjewadi Kasarsai Road,1200,780000,INR,,1,1,"This plot is situated in Hinjewadi Kasarsai Road, Pune. It has an area of 1200 sqft and is priced at Rs. 7.80 lac (negotiable). It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Kasarsai,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park`",1,south,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,999,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,
Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,south,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,east,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Lonavala Road,22000,9500000,INR,,0,1,,1,west,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,2000000,INR,,1,1,"1:- Benefits:- 
150 feet main road touch property
Near to metro station phase 3
All facility of Ola / Uber
Easy connectivity & Residential both
Gated Society
Most appreciating area hinjewadi phase - 3
7-8 km distance from Mumbai-Banglore highway
All amenities available here:- 
Water supply source, Electricity, name plates fencing, internal road & Street light
Club house, children's play area, garden & tree plantation
150 feet road touch property available here only
3 times appreciation expected after the launching of metro
Not to wait for documents process
4-5 connectivity are connected to this project",1,northwest,0,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,2000000,INR,,1,1,"This plot is situated in Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 20.00 lac (negotiable). It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northeast,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,650000,INR,,1,1,"1:- Near by Hinjewadi phase 1
2:- Laxmi Chowk its just 7.2 km
3:- All basics amenities available here
4:- Water, Electricity, Name plates, fencing, internal roads & Street light
5:- Near by Kusgaon
6:- back side of kasarsai dam
7:- 3-4 connectivity are connectivity are connected to this project
8:- ready to move in in plots available here",1,northeast,0,0,0,0,1,1,1,0,0,1,1,0,,,,,,,,1.0,1.0,,,,,,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,2000000,INR,,1,1,"1:- All basics & modern amenities available here
2:- water connection, electricity, name plates, fencing, internal road & street light
3:- club house, children's play area, garden & tree plantation
4:- Surrounding within 1-1.5 km:- 
a) Salt Resort
b) Megapolis township
c) Near to IT hub(Tcs/tech mahindra)
d) Near by metro station phase 3
e) crowd 63 restro
f) pawar school
g) bapuji bua mandir
3:- surrounding by 3-4 km
a) ZEE international school
b) Hinjewadi all phases
c) Maangao
d) Every essential things like banks, ATM, hospitals, restros, malls",1,northeast,0,0,0,0,1,1,1,0,0,1,1,1,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,northwest,0,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Chande Road,1000,1600000,INR,,1,1,"1:- Both commercial $ Residential plot
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,west,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,east,0,0,0,0,1,1,1,1,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,northeast,0,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,northeast,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,
Chande Road,1000,1600000,INR,,1,1,"1:prime location
2:- 60 feet Road touch property
3:- Just 1 km from Maan- Gaon
4:- 2.5 km from phase 3
5:- 3 km from Hinjewadi phase 1
6:- Near by huge township:- Shapoorji Palunji, Godrej properties
7:- Developed with all modern amenities like
a) water
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) wi- fi connected CCTV camera & many more..",1,east,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Marunji Road,1000,2000000,INR,,1,1,"plots in marunje in life republic kolte patil township touch to R4 sector
project touch to 60ft wide cemented road
near to school and hospital 
all modern amenities-
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads",1,west,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Phase 3 Hinjewadi Rajiv Gandhi Infotech Park,1000,1400000,INR,,1,1,"120ft road touch property
6km from phase 1
1.5km from megapolis
2km from ghotawade
both commercial and residential

a) water connection
b) Electricity
c) name plates
d) fencing
e) internal tar road
f) club house
g) garden",1,northeast,0,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,1.0,,,,,1.0,1.0,,
Hinjewadi Kasarsai Road,999,800000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,west,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
Hinjewadi Kasarsai Road,1000,700000,INR,,1,1,". 7 km from Hinjawadi IT Park -1
· 8 km from Bhumkar Chowk
· 4 km from Kolte Patil Life Republic
· 2.5 Km from Xrbia
. 7 km from Somatne phata
*LUXURIOUS AMENITIES:*
. Streets lights
. Grand Entrance Gate
. Security
· Individual Plot Fencing
. Tree Plantation
. Name Plate & Gate
. Children's Play Area
· Electricity Connection 
. Club House & Temple
. Multi-Purpose Hall
. Water supply
. Internal Roads
. Bird Feeder
. Jogging Track
. Senior Citizen Park",1,south,0,0,0,1,1,1,1,0,1,0,1,0,,,,,,,,,1.0,,,,,,1.0,,
