,location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Jogging Track,Landscaped Gardens,Sports Facility,Gymnasium,locality_score,project_score,builder_experience,Indoor Games,Rain Water Harvesting,Intercom,Maintenance Staff,Vaastu Compliant,Car Parking,Shopping Mall,Multipurpose Room,ATM,Staff Quarter,Hospital,School,Cafeteria,Golf Course
196,Alambagh,1000.0,700000.0,INR,1.0,1.0,0.0,"This plot is situated in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 700 per sqft. The amenities include entrance lobby, temple, school, cctv, internal roads, grocery shop, market, full power backup, park and reflexology park. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,
197,Alambagh,5000.0,3500000.0,INR,1.0,1.0,0.0,"A plot is available for sale in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has market as well as temple. The project also has cctv, storm water drains, internal roads, school, street lighting, full power backup, landscape garden and tree planting and park. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,
198,Alambagh,1500.0,1050000.0,INR,1.0,1.0,0.0,"It has an area of 1500 sqft and is priced at Rs. 10.50 lac . The amenities include storm water drains, full power backup, internal roads, park, landscape garden and tree planting, cctv, market, entrance lobby, temple and street lighting. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,
199,Alambagh,800.0,560000.0,INR,1.0,1.0,0.0,"This plot is situated in Arsh Property Developers And Builders Property, Alambagh. It has a salable area of 800 sqft and is available at a price of Rs. 700 per sqft. It has storm water drains as well as landscape garden and tree planting. The project also has park, school, children's play area, full power backup, hospital, market, internal roads and grocery shop. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,
200,Sultanpur Road,1800.0,991800.0,INR,0.0,1.0,0.0,"A plot property is available for sale in NJSV Enterprises Vatican City, Sultanpur Road, Lucknow. It has an area of 1800 sqft. The property is available at a price of Rs. 9.92 lac . It has landscape garden and tree planting as well as cycling & jogging track. The project also has street lighting, 24 x 7 security, fountains, children's play area, paved compound, shopping mall and gated community. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
201,Sultanpur Road,2000.0,1102000.0,INR,0.0,1.0,0.0,"A plot property is available for sale in NJSV Enterprises Vatican City, Sultanpur Road, Lucknow. It has an area of 2000 sqft. The property is available at a price of Rs. 11.02 lac . The amenities include children's play area, 24 x 7 security, street lighting, shopping mall, gated community, paved compound, cycling & jogging track, fountains and landscape garden and tree planting. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
202,Sultanpur Road,1000.0,551000.0,INR,0.0,1.0,0.0,"This plot is available for sale and is located in NJSV Enterprises Vatican City, one of the most prestigious projects of Sultanpur Road. It has an area of 1000 sqft. The property is available at a price of Rs. 5.51 lac . It has landscape garden and tree planting as well as cycling & jogging track. The project also has paved compound, street lighting, 24 x 7 security, children's play area, shopping mall, gated community and fountains. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
203,Sultanpur Road,2500.0,1377500.0,INR,0.0,1.0,0.0,"This plot is situated in NJSV Enterprises Vatican City, Sultanpur Road, Lucknow. It has an area of 2500 sqft. The property is available at a price of Rs. 13.77 lac . It has gated community as well as cycling & jogging track. The project also has 24 x 7 security, street lighting, paved compound, landscape garden and tree planting, shopping mall, fountains and children's play area. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
204,Sultanpur Road,3000.0,1653000.0,INR,0.0,1.0,0.0,"A plot is available for sale in NJSV Enterprises Vatican City, Sultanpur Road, Lucknow. It has an area of 3000 sqft. The property is available at a price of Rs. 16.53 lac . The amenities include cycling & jogging track, fountains, landscape garden and tree planting, paved compound, 24 x 7 security, children's play area, street lighting, gated community and shopping mall. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
205,Sultanpur Road,1500.0,826500.0,INR,0.0,1.0,0.0,"A plot is available at a prime location in NJSV Enterprises Vatican City. It has a salable area of 1500 sqft and is available at a price of Rs. 551 per sqft. The amenities include fountains, landscape garden and tree planting, children's play area, street lighting, 24 x 7 security, shopping mall, paved compound, gated community and cycling & jogging track. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
206,Sultanpur Road,800.0,440800.0,INR,0.0,1.0,0.0,"This plot is situated in NJSV Enterprises Vatican City, Sultanpur Road. It has an area of 800 sqft. The property is available at a price of Rs. 4.41 lac . It has gated community as well as children's play area. The project also has shopping mall, landscape garden and tree planting, street lighting, fountains, paved compound, 24 x 7 security and cycling & jogging track. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
207,Sultanpur Road,2200.0,1212200.0,INR,0.0,1.0,0.0,"A plot property is available for sale in NJSV Enterprises Vatican City, Sultanpur Road, Lucknow. It has an area of 2200 sqft. The property is available at a price of Rs. 12.12 lac . It has 24 x 7 security as well as landscape garden and tree planting. The project also has paved compound, street lighting, gated community, shopping mall, children's play area, cycling & jogging track and fountains. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
208,Sultanpur Road,1200.0,661200.0,INR,0.0,1.0,0.0,"This plot is available for sale and is located in NJSV Enterprises Vatican City, one of the most prestigious projects of Sultanpur Road. It has an area of 1200 sqft. The property is available at a price of Rs. 6.61 lac . It has cycling & jogging track as well as street lighting. The project also has paved compound, landscape garden and tree planting, 24 x 7 security, gated community, shopping mall, children's play area and fountains. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,
209,Mohanlalganj,1250.0,1248750.0,INR,1.0,1.0,0.0,"This plot is situated in Mohanlalganj. It has a salable area of 1250 sqft and is available at a price of Rs. 999 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,,,,,,,,,,,,,,,,
210,Shivaji Puram,1500.0,6000000.0,INR,1.0,0.0,0.0,"A plot is available for sale in Shivaji Puram, Lucknow. It has an area of 1500 sqft. The property is available at a price of Rs. 60.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
211,Mohanlalganj,1800.0,3800000.0,INR,1.0,1.0,0.0,"It has an area of 1800 sqft. The property is available at a price of Rs. 38.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.3,,35.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
212,Bharavara,1000.0,2600000.0,INR,1.0,0.0,0.0,"This plot is situated in Bharavara, Lucknow. It has an area of 1000 sqft and is priced at Rs. 26.00 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,northeast,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
213,Golf City,1000.0,1300000.0,INR,1.0,1.0,0.0,"A plot is available at a prime location in Golf City. It has an area of 1000 sqft and is priced at Rs. 13.00 lac . It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,north,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
214,Sushant Golf City,1648.0,7792588.0,INR,0.0,1.0,0.0,"It has an area of 1647 sqft and is priced at Rs. 77.93 lac . It has full power backup as well as 24x7 water supply. The project also has and fire sprinklers. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,,2022.0,,,,,,,,,,,,,,
215,Golf City,1250.0,6735000.0,INR,1.0,1.0,0.0,"A plot is available for sale in Golf City, Lucknow. It has an area of 1250 sqft. The property is available at a price of Rs. 67.35 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
216,Arjunganj,1200.0,3360000.0,INR,1.0,1.0,0.0,"This plot is situated in Arjunganj. It has an area of 1200 sqft and is priced at Rs. 33.60 lac . Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,west,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
217,Alambagh,1000.0,999999.0,INR,1.0,1.0,0.0,"1000 Square feet Plot for sale in Alambagh, Lucknow. This land has a dimension of 20.0 mt length 50.0 mt width. Price. The name of the project is Arsh Property. This is a corner plot. The plot is East facing. There are 2 open sides for this plot. The width of the facing road is 28.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are New Sai Baba Kachori Bhandar, Gym Food, and Charan Khalsa Kirana Store",1.0,east,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,
218,Alambagh,1000.0,750000.0,INR,1.0,1.0,0.0,"This plot is situated in Arsh Property Developers And Builders Property, Alambagh, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 7.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,
219,Sarojini Nagar,1000.0,850000.0,INR,1.0,1.0,0.0,"This plot is situated in Sarojini Nagar. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
