location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Swimming Pool,Sports Facility,Lift(s),Club House,Full Power Backup,Gymnasium,Rain Water Harvesting,Maintenance Staff,Jogging Track,Car Parking,Vaastu Compliant,Children's play area,24 X 7 Security,Landscaped Gardens,locality_score,project_score,builder_experience,School,ATM,Shopping Mall,Multipurpose Room,Intercom,Staff Quarter,Hospital,Indoor Games,Cafeteria,Golf Course
Sarojini Nagar,1000,859000,INR,1,1,0,"A plot is available for sale in Sarojini Nagar, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 8.59 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Alambagh,4000,2800000,INR,1,1,0,"This plot is available for sale and is located in Arsh Property Developers And Builders Property, one of the most prestigious projects of Alambagh. It has a salable area of 4000 sqft and is available at a price of Rs. 700 per sqft. The amenities include entrance lobby, temple, grocery shop, children's play area, storm water drains, internal roads, street lighting, hospital, park and landscape garden and tree planting. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,1,0,,,0,,,1,0,0,,,,1.0,,,,,,1.0,,,
Anora Kala,800,100000,INR,1,1,0,"A plot is available for sale in Anora Kala, Lucknow. It has an area of 800 sqft. The property is available at a price of Rs. 1.00 lac . Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,north,0,4,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
jankipuram vistar,1000,1400000,INR,1,0,0,"It has an area of 1000 sqft and is priced at Rs. 14.00 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,5,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Sushant Golf City,1448,7533952,INR,0,1,0,"This plot is situated in Pardos Lucknow Developers Okas Enclave, Sarojini Nagar. It has an area of 1448 sqft. The property is available at a price of Rs. 75.34 lac . The amenities include full power backup, fire sprinklers and 24x7 water supply. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,1,0,,,0,,,0,0,0,7.4,,2022.0,,,,,,,,,,
Arjunganj,1250,6735000,INR,1,1,0,"A plot is available for sale in Arjunganj, Lucknow. It has an area of 1250 sqft and is priced at Rs. 67.35 lac . It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,north,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Gosainganj,1000,749000,INR,1,1,0,"A plot property is available for sale in Vasundhara Lucknow Orchid Valley, Gosainganj, Lucknow. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,1,0,1,1,1,1,1.0,,1,1.0,1.0,1,1,1,6.3,8.5,123.0,,1.0,1.0,,1.0,,,,,
Dubagga,800,1040000,INR,1,1,0,"This plot is situated in Dubagga, Lucknow. It has an area of 800 sqft and is priced at Rs. 10.40 lac . It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,north,0,5,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Sushant Golf City,1448,7533952,INR,0,1,0,"This plot is available for sale and is located in Pardos Lucknow Developers Okas Enclave, one of the most prestigious projects of Sushant Golf City. It has an area of 1448 sqft and is priced at Rs. 75.34 lac . It has full power backup as well as fire sprinklers. The project also has and 24x7 water supply. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,1,0,,,0,,,0,0,0,7.4,,2022.0,,,,,,,,,,
Hariharpur,1400,6200000,INR,1,1,0,"This plot is available for sale and is located in UPAVP Vrindavan Yojna, one of the most prestigious projects of Hariharpur. It has an area of 1400 sqft. The property is available at a price of Rs. 62.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,123.0,,,,,,,,,,
Bakshi Ka Talab,1000,1000000,INR,1,1,0,"1000 Square feet Plot for sale in Baksi Ka Talab, Lucknow. This land has a dimension of 25.0 mt length 40.0 mt width. Price. The width of the facing road is 25.0 mt. The most popular landmarks near this plot are Gopal Chat, Neeraj Restaurant, and Durga Restaurant",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Mohanlalganj,5382,25117607,INR,0,1,0,"This plot is available for sale and is located in Amrawati Group IT City, one of the most prestigious projects of Mohanlalganj. It has an area of 5381 sqft and is priced at Rs. 2.51 cr . The amenities include footpaths/pedestrian, 24x7 water supply, storm water drains, water conservation, rain water harvesting, internal roads, sewer system and landscape garden and tree planting. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,1,,,1,0,0,6.3,,,,,,,,,,,,
Mohanlalganj,1000,300000,INR,1,1,0,"This plot is situated in Mohanlalganj. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,6.3,,,,,,,,,,,,
Amausi,1000,1150000,INR,1,1,0,"1000 Square feet Plot for sale in Amausi, Lucknow. This land has a dimension of 25.0 mt length 40.0 mt width. Price. The plot is East facing. There are 1 open sides for this plot. The width of the facing road is 30.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are jrsitclinic, Shiv Veg Kabab Paratha, and Yadav Bhojanalaya",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Mahanagar,2197,8000000,INR,1,0,0,"A plot is available at a prime location in Mahanagar. It has an area of 2197 sqft. The property is available at a price of Rs. 80.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Mohanlalganj,1500,523500,INR,1,1,0,"This plot is situated in Mohanlalganj. It has an area of 1500 sqft. The property is available at a price of Rs. 5.24 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,6.3,,,,,,,,,,,,
Bakshi Ka Talab,1800,2300000,INR,1,0,0,"This plot is situated in Bakshi Ka Talab. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Golf City,1211,7000000,INR,0,1,0,"This plot is available for sale and is located in the heart of Golf City. It has an area of 1211 sqft. The property is available at a price of Rs. 70.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Mati,800,1090000,INR,1,1,0,"This plot is situated in Mati. It has an area of 800 sqft and is priced at Rs. 10.90 lac . It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,west,0,2,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Gomti Nagar,1800,10440000,INR,1,1,0,"A plot property is available for sale in Spring Developers Garden, Gomti Nagar, Lucknow. It has an area of 1800 sqft. The property is available at a price of Rs. 1.04 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,2,1,0,0,0,1,1,1.0,,1,1.0,,1,1,0,8.5,,123.0,,,,1.0,,,,,,
Golf City,1000,250000,INR,0,1,0,"Sultan Purwanchal express Highway sultan road Lucknow  More About This Property 1000 Square feet Plot for sale in Muzaffar Nagar Ghusval, Lucknow. This land has a dimension of 40.0 mt length 28.0 mt width. Price. This is a corner plot. The plot is East facing. There are 2 open sides for this plot. The width of the facing road is 40.0 mt. The maximum floor allowed for construction on this plot is 2. The most popular landmarks near this plot are G. D. Goenka Public School, Delhi Public School, and Delhi Public School, Shaheed Path, Lucknow",1,east,0,0,1,0,0,0,0,1,,,0,,,0,0,0,,,,,,,,,,,,,
Bakhshi Ka Talab,1211,5823699,INR,0,1,0,"A plot property is available for sale in Oro Real Infra Oro County, Bakhshi Ka Talab, Lucknow. It has a salable area of 1211 sqft and is available at a price of Rs. 4,809 per sqft. It has 24x7 water supply as well as full power backup. The project also has and fire sprinklers. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,0,0,0,0,1,0,,,0,,,0,0,0,,,,,,,,,,,,,
Golf City,1377,7700000,INR,1,1,0,"A plot is available at a prime location in Golf City. It has an area of 1377 sqft and is priced at Rs. 77.00 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,4,0,0,0,0,0,1,,,0,,,0,0,0,,,,,,,,,,,,,
Rajajipuram,1000,790000,INR,1,0,0,"Plot Khasra No.110, Situated At Para, Ward Alamnagar, Lucknow, Property Type: Land, Area: 1000,  More About This Property 1000 Square feet Plot for sale in Rajajipuram, Lucknow. This land has a dimension of 40.0 mt length 25.0 mt width. Price. The plot is East facing. There are 1 open sides for this plot. The width of the facing road is 20.0 mt. The most popular landmarks near this plot are Gurukul Public School, Jaya General Store, and Mohan General Store",1,east,0,0,0,0,0,0,0,0,,,0,,,0,0,0,8.3,,,,,,,,,,,,
Golf City,1050,1993950,INR,1,1,0,"This plot is situated in Golf City. It has an area of 1050 sqft. The property is available at a price of Rs. 19.94 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,4,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Nijampur Malhaur,1800,4350000,INR,1,0,0,"A plot is available at a prime location in Nijampur Malhaur. It has an area of 1800 sqft and is priced at Rs. 43.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,4,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Jankipuram Extension,1400,2250000,INR,1,0,0,"It has a salable area of 1400 sqft and is available at a price of Rs. 1,607 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,6,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Golf City,1000,2750000,INR,1,1,0,"It has a salable area of 1000 sqft and is available at a price of Rs. 2,750 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,4,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Tugalpur Village,1300,449000,INR,1,1,0,"This plot is available for sale and is located in the heart of Tugalpur Village. It has an area of 1300 sqft. The property is available at a price of Rs. 4.49 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,3,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
Gosainganj,1000,1248000,INR,1,1,0,This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1000 sqft and is priced at Rs. 12.48 lac . Its entry is east facing. The site is in close proximity to various civic utilities. Please contact for more details. ,1,east,0,0,1,0,0,0,0,1,,,0,,,0,0,0,6.3,,,,,,,,,,,,
Mohanlalganj,800,700000,INR,1,1,0,"A plot is available for sale in Mohanlalganj, Lucknow. It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,north,0,0,0,0,0,0,0,0,,,0,,,0,0,0,6.3,,,,,,,,,,,,
Mohanlalganj,1500,1350000,INR,1,1,0,"A plot is available at a prime location in Mohanlalganj. It has an area of 1500 sqft and is priced at Rs. 13.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,6.3,,,,,,,,,,,,
Matiyari,1250,1668750,INR,1,1,0,"This plot is situated in Matiyari, Lucknow. It has an area of 1250 sqft. The property is available at a price of Rs. 16.69 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,,,,,,,,,,,,
