location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Rain Water Harvesting,Intercom,Car Parking,Vaastu Compliant,Indoor Games,Multipurpose Room,Staff Quarter,Cafeteria,School,Maintenance Staff,Shopping Mall,Golf Course,ATM,Hospital
Ambegaon Budruk,2800,27000000,INR,1,0,0,"This spacious 4 bhk villa is available for sale and is located in Amit Enterprises Bloomfield Villas, one of the most prestigious projects of Ambegaon Budruk. It has a built-up area of 2800 sqft and is priced at Rs. 2.70 cr . The house is semi-furnished. It has 1 refrigerator, 1 sofa, 1 sofa and 1 microwave. It also has 1 dining table, 1 gas connection and 1 ac. It is east facing property. It is a 7 year old ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ",1,east,0,7,1,1,1,1,1,1,1,1,1,0,8.1,8.2,39,,1,,,,,,,,,,,,
Hinjewadi,6500,49000000,INR,,0,0,"This spacious 5 bhk villa is available for sale and is located in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, one of the most prestigious projects of Hinjewadi. It has a salable area of 6500 sqft and is available at a price of Rs. 7,538 per sqft. It has power_backup. Other amenities include children's_play_area, cctv, community_hall, swimming_pool, gymnasium and club_house. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,2,0,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,,,,,,,,,
Hinjewadi,3300,23000000,INR,,0,0,"It has a built-up area of 3300 sqft and is priced at Rs. 2.30 cr . It is a semi-furnished property. It has children's_play_area as well as cctv. The project also has community_hall, swimming_pool, gymnasium, power_backup and club_house. Its main door is facing east direction. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",1,east,0,2,1,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,,,,,,,,,
Hinjewadi,3800,27500000,INR,,0,0,"It’s a 4 bhk villa situated in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi. It has a built-up area of 3800 sqft and is priced at Rs. 2.75 cr . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing southwest direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. ",1,southwest,1,2,0,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,,,,,,,,,
Hinjewadi,3800,24100000,INR,,0,0,"It’s a 4 bhk villa situated in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune. It has an area of 3800 sqft with a carpet area of 1650 sqft . The property is available at a price of Rs. 2.41 cr . The house is semi-furnished. Furnishings include 1 tv, 1 refrigerator, 1 microwave, 1 gas connection and 1 ac. It is facing southwest direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,southwest,0,2,1,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,,,,,,,,,
Hinjewadi,2070,20000000,INR,,0,0,"A spacious 4 bhk villa is available for sale in Kolte Patil Developers Life Republic Sector R3 3rd Avenue, Hinjewadi, Pune. It has a built-up area of 2070 sqft and is priced at Rs. 2.00 cr . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,2,1,1,0,1,1,1,1,1,0,0,8,,32,,1,1,,,,,,,,,,,
Gahunje,3200,33500000,INR,,1,0,"This spacious 4 bhk villa is available for sale and is located in Lodha Group Lodha Belmondo, one of the most prestigious projects of Gahunje. It has an area of 3200 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 3.35 cr . The house is unfurnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,1,1,1,1,1,1,1,1,1,7.4,,42,1,1,1,1,,1,,1,,,,1,1,
Bavdhan,3700,42500000,INR,,0,0,Well designed 4 bhk villa is available at a prime location in Dagde Tapovan. It has an area of 3700 sqft with a carpet area of 3000 sqft . The property is available at a price of Rs. 4.25 cr . The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,east,0,9,0,1,0,1,1,0,0,1,0,0,8.1,,123,,,,,,,,,,,,,,
Hinjewadi,2550,22000000,INR,,0,0,"A 3 bhk property is available for sale in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi, Pune. It has an area of 2550 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 2.20 cr . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is north facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,north,1,2,0,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,,,,,,,,,
Bavdhan,4830,39000000,INR,,0,0,"A 4 bhk property is available for sale in Gera Developments Isle Royale, Bavdhan, Pune. It has an area of 4830 sqft with a carpet area of 4200 sqft . The property is available at a price of Rs. 3.90 cr . The house is semi-furnished. Its main door is facing east direction. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,6,1,1,1,1,1,1,1,1,1,0,8.1,7.9,52,1,1,1,,,,,,,,,,,
Somatane,1495,16000000,INR,,1,0,"It’s a 3 bhk villa situated in Supreme Universal Villagio I, Somatane, Pune. It has an area of 1495 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 1.60 cr . The house is semi-furnished. Its main door is facing east direction. This residential complex is under-construction as of now. The expected completion date is 31/03/2025. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1,1,0,0,,,40,,1,,,,,,,,,,,,
Gahunje,3000,35000000,INR,,1,0,"A spacious 4 bhk villa is available for sale in Lodha Group Lodha Belmondo, Gahunje, Pune. It has an area of 3000 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 3.50 cr . The house is semi-furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,1,1,1,1,1,1,1,1,1,1,7.4,,42,1,1,1,1,,1,,1,,,,1,1,
Bavdhan,6000,35000000,INR,,0,0,"Well designed 6 bhk villa is available at a prime location in Gera Developments Isle Royale. It has a salable area of 6000 sqft and is available at a price of Rs. 5,833 per sqft. The house is semi-furnished. It has children's play area. Other amenities include power backup, lift available, swimming pool and gated community. It is facing east direction. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,6,1,1,1,1,1,1,1,1,1,0,8.1,7.9,52,1,1,1,,,,,,,,,,,
Wagholi,2900,16700000,INR,1,0,0,"It’s a 3 bhk villa situated in Kolte Patil Developers Ivy Villa, Wagholi. It is a semi-furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ",1,east,0,8,0,1,1,1,1,1,1,1,1,1,8,8.7,32,1,1,1,1,1,1,,,,,,,,
Tungarli,11000,60000000,INR,,0,0,"Well designed 6 bhk villa is available at a prime location in Tungarli. It has a salable area of 11000 sqft and is available at a price of Rs. 5,454 per sqft. It is a furnished property. It has 1 sofa, 1 washing machine, 1 dining table and 1 gas connection. It also has 1 ac and 1 bed. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,1,0,0,1,0,0,0,0,1,0,0,0,,,,,1,,,,,,,,,,,,
Baner,6000,45000000,INR,,0,0,"A spacious 4 bhk villa is available for sale in Western Hills Phase 1, Baner, Pune. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1,1,0,0,9.1,,2022,,1,,,,,,,,,,,,
Wagholi,2400,17000000,INR,1,0,0,"A 3 bhk property is available for sale in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has a salable area of 2400 sqft and is available at a price of Rs. 7,083 per sqft. It is east facing property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",1,east,0,8,1,1,1,1,1,1,1,1,1,1,8,8.7,32,1,1,1,1,1,1,,,,,,,,
Wagholi,2200,17000000,INR,,0,0,"Well designed 3 bhk villa is available at a prime location in Kolte Patil Developers Ivy Villa. It has an area of 2200 sqft with a carpet area of 1800 sqft . The property is available at a price of Rs. 1.70 cr . The house is semi-furnished. It has intercom as well as gated_community. The project also has swimming pool, children's play area, power backup, gymnasium and club house. Its main door is facing east direction. It is made in way to provide a comfortable living. Please contact for more details. ",1,east,0,8,1,1,1,1,1,1,1,1,1,1,8,8.7,32,1,1,1,1,1,1,,,,,,,,
Hinjewadi,1850,22000000,INR,,0,0,"It’s a 3 bhk villa situated in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, Hinjewadi. It has a built-up area of 1850 sqft and is priced at Rs. 2.20 cr . It has gymnasium. Other amenities include cctv, community_hall, power_backup, swimming_pool, children's_play_area and club_house. Its main door is facing east direction. It is made in way to provide a comfortable living. Please contact us for more details. ",1,east,0,2,0,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,,,,,,,,,
Bavdhan,3000,23600000,INR,,1,0,Well designed 3 bhk villa is available at a prime location in High Class Builders Residency. It has a built-up area of 3000 sqft and is priced at Rs. 2.36 cr . The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ,1,east,0,13,1,1,1,1,1,1,1,1,1,0,8.1,7.9,2022,,1,1,,1,,,,,,,,,
Koregaon Park,4100,110000000,INR,1,0,0,"A 5 bhk property is available for sale in Koregaon Park, Pune. It is an unfurnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,9.5,,,,,,,,,,,,,,,,
Ravet,2070,21000000,INR,,0,0,Well designed 3 bhk villa is available at a prime location in Runal Developers Gateway Phase II Villas. It has a built-up area of 2070 sqft and is priced at Rs. 2.10 cr . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,1,east,0,2,1,1,1,1,1,1,1,1,0,0,8.1,,29,1,1,,,1,1,,,,,,,,
Hinjewadi,2070,22000000,INR,,0,0,"It is east facing property. It is a 9 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,9,1,1,0,1,1,1,1,1,0,0,8,,32,,1,,,,1,,,,,,,,
Gahunje,2760,34000000,INR,,0,0,"This spacious 4 bhk villa is available for sale and is located in Lodha Group Belmondo St Andrews Villa 1 To 28, one of the most prestigious projects of Gahunje. It has an area of 2760 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 3.40 cr . Its main door is facing east direction. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",1,east,0,4,1,1,0,1,1,1,1,1,1,0,7.4,8.5,42,,1,,,,,,,,,,1,,
Somatane,1610,19000000,INR,,1,0,"This spacious 3 bhk villa is available for sale and is located in Supreme Universal Villagio I, one of the most prestigious projects of Somatane. It has an area of 1610 sqft with a carpet area of 1400 sqft . The property is available at a price of Rs. 1.90 cr . The house is semi-furnished. It is east facing property. This residential complex is under-construction as of now. The expected completion date is 31/03/2025. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1,1,0,0,,,40,,1,,,,,,,,,,,,
Tungarli,3000,26000000,INR,,0,0,"It’s a 3 bhk villa situated in Tungarli, Pune. It has an area of 3000 sqft with a carpet area of 2000 sqft . The property is available at a price of Rs. 2.60 cr . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,northeast,1,0,0,1,0,0,0,0,1,0,0,0,,,,,1,,,,,,,,,,,,
Balewadi,2700,32500000,INR,,0,0,"It’s a 4 bhk villa situated in Balewadi, Pune. It is a semi-furnished property. It is a ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ",1,west,0,0,1,1,0,1,1,1,1,1,0,0,8.8,,,,1,,,,,,,,,,,,
Mundhwa,4600,60000000,INR,1,0,0,"It has a salable area of 4600 sqft and is available at a price of Rs. 13,043 per sqft. It is a furnished property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,1,0,0,0,0,0,0,0,0,0,0,0,8.6,,,,,,,,,,,,,,,,
Varsoli,2000,20000000,INR,,0,0,,1,east,0,5,0,1,0,1,0,0,1,1,0,0,,,,,1,,,,,,,,,,,,
Mundhwa,1700,16000000,INR,,0,0,"It has a built-up area of 1700 sqft and is priced at Rs. 1.60 cr . The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1,1,1,1,1,1,1,0,1,0,8.6,8.3,123,,1,1,1,,,,,,1,,,,
Shewalewadi,1500,9500000,INR,,0,0,"This spacious 2 bhk villa is available for sale and is located in the heart of Shewalewadi. It has an area of 1500 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 95.00 lac . It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,1,1,0,1,1,1,1,1,0,0,,,,,1,,,,,,,,,,,,
Gahunje,6000,71000000,INR,,0,0,"This spacious 4 bhk villa is available for sale and is located in Lodha Group Belmondo St Andrews Villa 1 To 28, one of the most prestigious projects of Gahunje. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,4,1,1,0,1,1,1,1,1,1,0,7.4,8.5,42,,1,,,,,,,,,,1,,
Ravet,3500,24000000,INR,,0,0,"It has a salable area of 3500 sqft and is available at a price of Rs. 6,857 per sqft. It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",1,east,0,2,1,1,1,1,1,1,1,1,0,0,8.1,,29,1,1,,,1,1,,,,,,,,
Lohegaon,750,5000000,INR,0,1,0,"A 2 bhk property is available for sale in Pride Housing World City, Lohegaon, Pune. It has an area of 750 sqft . The property is available at a price of Rs. 50.00 lac . It is facing east direction. This residential complex is under-construction as of now. . It is well connected to the city areas. ",1,east,0,0,1,1,1,1,1,1,1,1,1,0,8,8.2,27,1,1,1,1,1,1,1,1,1,,1,,1,1
Ravet,2280,28000000,INR,,0,0,"It’s a 3 bhk villa situated in Runal Developers Gateway Phase II Villas, Ravet. It has a built-up area of 2280 sqft and is priced at Rs. 2.80 cr . The house is semi-furnished. It is a 3 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,2,0,1,1,1,1,1,1,1,0,0,8.1,,29,1,1,,,1,1,,,,,,,,
Gahunje,4000,29500000,INR,,0,0,"It’s a 4 bhk villa situated in Lodha Group Belmondo, Gahunje, Pune. It has an area of 4000 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 2.95 cr . It is a semi-furnished property. This residential property is ready-to-move-in. Please contact us for more details. ",1,,0,4,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42,1,1,1,1,1,1,1,1,,,,1,1,
Gahunje,4000,29500000,INR,,0,0,"A 4 bhk property is available for sale in Lodha Group Belmondo, Gahunje, Pune. It has an area of 4000 sqft with a carpet area of 2400 sqft . The property is available at a price of Rs. 2.95 cr . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,4,1,1,1,1,1,1,1,1,1,0,7.4,8.6,42,1,1,1,1,1,1,1,1,,,,1,1,
Varsoli,1800,18000000,INR,,0,0,It’s a 3 bhk villa situated in Varsoli. It has a built-up area of 1800 sqft and is priced at Rs. 1.80 cr . The house is unfurnished. It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ,1,northeast,0,5,0,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,
Tungarli,2500,23000000,INR,,1,0,"A spacious 3 bhk villa is available for sale in Tungarli, Pune. It has a salable area of 2500 sqft and is available at a price of Rs. 9,200 per sqft. The house is unfurnished. It has club house. Other amenities include gymnasium and swimming pool. It is facing northeast direction. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,1,1,0,1,1,1,1,1,0,0,,,,,1,,,,,,,,,,,,
Nangargaon,1800,30000000,INR,,0,0,"The house is semi-furnished. It is northeast facing property. It is a 3 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,northeast,0,4,0,1,0,0,0,0,1,0,0,0,,,,,1,,,,,,,,,,,,
Sadapur,1800,30000000,INR,,0,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Sadapur. It has an area of 1800 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 3.00 cr . The house is unfurnished. It is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northeast,0,1,1,1,0,1,1,0,1,0,0,0,,,,,1,,,,,,,,,,,,
Tungarli,1850,11500000,INR,,0,0,Well designed 4 bhk villa is available at a prime location in Tungarli. It has an area of 1850 sqft with a carpet area of 1202 sqft . The property is available at a price of Rs. 1.15 cr . It is an unfurnished property. It is northeast facing property. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,,,,,,,,,,,
Wagholi,3000,16500000,INR,1,0,0,"This spacious 3 bhk villa is available for sale and is located in Kolte Patil Developers Ivy Villa, one of the most prestigious projects of Wagholi. It is a semi-furnished property. It is facing east direction. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,8,1,1,1,1,1,1,1,1,1,1,8,8.7,32,1,1,1,1,1,1,,,,,,,,
Wagholi,937,9800000,INR,0,1,0,It has an area of 937 sqft . The property is available at a price of Rs. 98.00 lac . The house is unfurnished. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ,1,,0,0,1,0,0,1,1,0,0,0,0,0,8,,52,1,,,,,,,,,,,,,
Maval,1564,32000000,INR,0,1,0,"A spacious 4 bhk villa is available for sale in Goodwill Developers Abode, Maval, Pune. It has a salable area of 1564 sqft and is available at a price of Rs. 20,460 per sqft. It is an unfurnished property. This residential complex is under-construction as of now. The expected completion date is 01/06/2024. It is made in way to provide a comfortable living for the residents. ",1,,0,0,0,1,0,1,1,1,1,0,1,1,5.3,,25,,,1,,1,,,1,,1,,,,
Maval,1375,25200000,INR,0,1,0,"It’s a 3 bhk villa situated in Goodwill Developers Abode, Maval. The house is unfurnished. It has paved compound. Other amenities include fire fighting system, pebble bed, wooden deck, landscaping & tree planting, jogging track, sewage treatment plant, gymnasium, inverter, 7.5mm wide road, solid waste management and disposal and video door security. It is an under-construction property and is expected to get completed by 01/06/2024. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,0,0,1,0,1,1,1,1,0,1,1,5.3,,25,,,1,,1,,,1,,1,,,,
Maval,2378,45200000,INR,0,1,0,"It’s a 5 bhk villa situated in Goodwill Developers Abode, Maval. It has a salable area of 2378 sqft and is available at a price of Rs. 19,007 per sqft. The house is unfurnished. It has sewage treatment plant. Other amenities include water pumps , sun deck, landscaped_gardens, car parking, electrical meter room, sub-station, receiving station, internal roads, power backup, video door security and yoga/meditation area. It is made in way to provide a comfortable living. Contact us for more details. ",1,,0,0,0,1,0,1,1,1,1,0,1,1,5.3,,25,,,1,,1,,,1,,1,,,,
Maval,2455,46600000,INR,0,1,0,"Well designed 5 bhk villa is available at a prime location in Goodwill Developers Abode. It is an unfurnished property. It has water conservation, rain water harvesting as well as swimming pool. The project also has inverter, 7.5mm wide road, internal roads, video door security, landscaping & tree planting, heavy plantation, earthquake resistant structure, jacuzzi and gymnasium. It is an under-construction property and is expected to get completed by 01/06/2024. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,,0,0,0,1,0,1,1,1,1,0,1,1,5.3,,25,,,1,,1,,,1,,1,,,,
Maval,1426,26200000,INR,0,1,0,"It’s a 3 bhk villa situated in Goodwill Developers Abode, Maval. It has a salable area of 1426 sqft and is available at a price of Rs. 18,373 per sqft. The house is unfurnished. It is an under-construction property and is expected to get completed by 01/06/2024. It is made in way to provide a comfortable living for the residents. ",1,,0,0,0,1,0,1,1,1,1,0,1,1,5.3,,25,,,1,,1,,,1,,1,,,,
Bavdhan,3200,30000000,INR,,0,0,"A spacious 3 bhk villa is available for sale in Gera Developments Isle Royale, Bavdhan, Pune. It has an area of 3200 sqft with a carpet area of 2600 sqft . The property is available at a price of Rs. 3.00 cr . It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,6,1,1,1,1,1,1,1,1,1,0,8.1,7.9,52,1,1,1,,,,,,,,,,,
Yerawada,2200,11000000,INR,,0,0,"Well designed 2 bhk villa is available at a prime location in Ramesh Builders Hermes Heritage Phase 2. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing west direction. This residential property is ready-to-move-in. ",1,west,1,16,1,1,1,1,1,1,1,1,1,0,9.1,8.5,51,1,1,1,1,1,1,,,,1,,,,
Wagholi,1095,14299605,INR,0,1,0,"It has a built-up area of 1095 sqft and is priced at Rs. 1.43 cr . The house is unfurnished. It has fire sprinklers. Other amenities include sewage treatment plant, lift(s), football field, gated community, club house, sewerage (chamber, lines, septic tank , stp) :, solid waste management and disposal, open parking and storm water drains. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,1,0,0,1,1,0,0,0,0,0,8,,52,1,,,,,,,,,,,,,
Baner,2300,25000000,INR,,0,0,"Well designed 3 bhk villa is available at a prime location in Ujjwal Estate. It has an area of 2300 sqft with a carpet area of 1610 sqft . The property is available at a price of Rs. 2.50 cr . The house is unfurnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,9.1,,32,,,,,,,,,,,,,,
Vadgaon Budruk,1650,9000000,INR,,0,0,"A 3 bhk property is available for sale in Bhargav Vihar, Vadgaon Budruk, Pune. It has an area of 1650 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 90.00 lac . It is an unfurnished property. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,1,0,1,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Baner,2150,17400000,INR,,0,0,"A 3 bhk property is available for sale in Baner, Pune. It has a salable area of 2150 sqft and is available at a price of Rs. 8,093 per sqft. It is an unfurnished property. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1,1,0,0,9.1,,,,1,,,,,,,,,,,,
Baner,1565,25100000,INR,,0,0,"It’s a 3 bhk villa situated in Baner. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,0,0,0,0,9.1,,,,1,,,,,,,,,,,,
Wagholi,2900,15000000,INR,1,0,0,"This spacious 3 bhk villa is available for sale and is located in Kolte Patil Developers Ivy Villa, one of the most prestigious projects of Wagholi. It has a built-up area of 2900 sqft and is priced at Rs. 1.50 cr . The house is semi-furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a 9 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,8,0,1,1,1,1,1,1,1,1,1,8,8.7,32,1,1,1,1,1,1,,,,,,,,
Khandala,2874,60000000,INR,,0,0,Well designed 4 bhk villa is available at a prime location in Khandala. It has a built-up area of 2874 sqft and is priced at Rs. 6.00 cr . Its main door is facing northeast direction. This residential property is ready-to-move-in. Kindly call us for details. ,1,northeast,1,4,0,1,0,0,0,0,0,0,0,0,,,,,1,,,,,,,,,,,,
Kharadi,5600,43000000,INR,,0,0,"It’s a 4 bhk villa situated in Gera Developments GreensVille, Kharadi, Pune. It has an area of 5600 sqft with a carpet area of 3600 sqft . The property is available at a price of Rs. 4.30 cr . It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",1,,0,1,0,0,1,1,0,1,1,0,1,0,8.9,7.7,52,,,1,,,,,,,1,,,,
